Weekly Income,Region,Value
"$2,500-$2,999 ($130,000-$155,999)",Coburg,752
"$3,000-$3,499 ($156,000-$181,999)",Coburg,528
"$3,500-$3,999 ($182,000-$207,999)",Coburg,420
"$4,000-$4,499 ($208,000-$233,999)",Coburg,216
"$4,500-$4,999 ($234,000-$259,999)",Coburg,197
"$5,000-$5,999 ($260,000-$311,999)",Coburg,181
"$6,000-$7,999 ($312,000-$415,999)",Coburg,105
"$8,000 or more ($416,000 or more)",Coburg,4
Partial income stated,Coburg,837
All incomes not stated,Coburg,181
Negative income,Coburg,20
Nil income,Coburg,145
"$1-$149 ($1-$7,799)",Coburg,85
"$150-$299 ($7,800-$15,599)",Coburg,235
"$300-$399 ($15,600-$20,799)",Coburg,258
"$400-$499 ($20,800-$25,999)",Coburg,566
"$500-$649 ($26,000-$33,799)",Coburg,354
"$650-$799 ($33,800-$41,599)",Coburg,533
"$800-$999 ($41,600-$51,999)",Coburg,510
"$1,000-$1,249 ($52,000-$64,999)",Coburg,390
"$1,250-$1,499 ($65,000-$77,999)",Coburg,358
"$1,500-$1,749 ($78,000-$90,999)",Coburg,302
"$1,750-$1,999 ($91,000-$103,999)",Coburg,361
"$2,000-$2,499 ($104,000-$129,999)",Coburg,775
"$2,500-$2,999 ($130,000-$155,999)",Coburg,635
"$3,000-$3,499 ($156,000-$181,999)",Coburg,447
"$3,500-$3,999 ($182,000-$207,999)",Coburg,304
"$4,000-$4,499 ($208,000-$233,999)",Coburg,178
"$4,500-$4,999 ($234,000-$259,999)",Coburg,178
"$5,000-$5,999 ($260,000-$311,999)",Coburg,163
"$6,000-$7,999 ($312,000-$415,999)",Coburg,98
"$8,000 or more ($416,000 or more)",Coburg,4
Partial income stated,Coburg,573
All incomes not stated,Coburg,75
Negative income,Coburg,14
Nil income,Coburg,58
"$1-$149 ($1-$7,799)",Coburg,30
"$150-$299 ($7,800-$15,599)",Coburg,40
"$300-$399 ($15,600-$20,799)",Coburg,30
"$400-$499 ($20,800-$25,999)",Coburg,170
"$500-$649 ($26,000-$33,799)",Coburg,129
"$650-$799 ($33,800-$41,599)",Coburg,375
"$800-$999 ($41,600-$51,999)",Coburg,274
"$1,000-$1,249 ($52,000-$64,999)",Coburg,23
"$1,250-$1,499 ($65,000-$77,999)",Coburg,23
"$1,500-$1,749 ($78,000-$90,999)",Coburg,22
"$1,750-$1,999 ($91,000-$103,999)",Coburg,24
"$2,000-$2,499 ($104,000-$129,999)",Coburg,33
"$2,500-$2,999 ($130,000-$155,999)",Coburg,29
"$3,000-$3,499 ($156,000-$181,999)",Coburg,25
"$3,500-$3,999 ($182,000-$207,999)",Coburg,14
"$4,000-$4,499 ($208,000-$233,999)",Coburg,14
"$4,500-$4,999 ($234,000-$259,999)",Coburg,6
"$5,000-$5,999 ($260,000-$311,999)",Coburg,10
"$6,000-$7,999 ($312,000-$415,999)",Coburg,7
"$8,000 or more ($416,000 or more)",Coburg,0
Partial income stated,Coburg,36
All incomes not stated,Coburg,3
Negative income,Coburg,0
Nil income,Coburg,0
"$1-$149 ($1-$7,799)",Coburg,0
"$150-$299 ($7,800-$15,599)",Coburg,0
"$300-$399 ($15,600-$20,799)",Coburg,0
"$400-$499 ($20,800-$25,999)",Coburg,3
"$500-$649 ($26,000-$33,799)",Coburg,7
"$650-$799 ($33,800-$41,599)",Coburg,4
"$800-$999 ($41,600-$51,999)",Coburg,11
"$1,000-$1,249 ($52,000-$64,999)",Coburg,4
"$1,250-$1,499 ($65,000-$77,999)",Coburg,8
"$1,500-$1,749 ($78,000-$90,999)",Coburg,10
"$1,750-$1,999 ($91,000-$103,999)",Coburg,9
"$2,000-$2,499 ($104,000-$129,999)",Coburg,12
"$2,500-$2,999 ($130,000-$155,999)",Coburg,14
"$3,000-$3,499 ($156,000-$181,999)",Coburg,14
"$3,500-$3,999 ($182,000-$207,999)",Coburg,4
"$4,000-$4,499 ($208,000-$233,999)",Coburg,4
"$4,500-$4,999 ($234,000-$259,999)",Coburg,0
"$5,000-$5,999 ($260,000-$311,999)",Coburg,6
"$6,000-$7,999 ($312,000-$415,999)",Coburg,3
"$8,000 or more ($416,000 or more)",Coburg,0
Partial income stated,Coburg,16
All incomes not stated,Coburg,0
Negative income,Coburg,0
Nil income,Coburg,0
"$1-$149 ($1-$7,799)",Coburg,0
"$150-$299 ($7,800-$15,599)",Coburg,0
"$300-$399 ($15,600-$20,799)",Coburg,3
"$400-$499 ($20,800-$25,999)",Coburg,0
"$500-$649 ($26,000-$33,799)",Coburg,0
"$650-$799 ($33,800-$41,599)",Coburg,7
"$800-$999 ($41,600-$51,999)",Coburg,0
"$1,000-$1,249 ($52,000-$64,999)",Coburg,0
"$1,250-$1,499 ($65,000-$77,999)",Coburg,0
"$1,500-$1,749 ($78,000-$90,999)",Coburg,0
"$1,750-$1,999 ($91,000-$103,999)",Coburg,0
"$2,000-$2,499 ($104,000-$129,999)",Coburg,0
"$2,500-$2,999 ($130,000-$155,999)",Coburg,0
"$3,000-$3,499 ($156,000-$181,999)",Coburg,0
"$3,500-$3,999 ($182,000-$207,999)",Coburg,0
"$4,000-$4,499 ($208,000-$233,999)",Coburg,0
"$4,500-$4,999 ($234,000-$259,999)",Coburg,0
"$5,000-$5,999 ($260,000-$311,999)",Coburg,0
"$6,000-$7,999 ($312,000-$415,999)",Coburg,0
"$8,000 or more ($416,000 or more)",Coburg,0
Partial income stated,Coburg,3
All incomes not stated,Coburg,0
Negative income,Coburg,0
Nil income,Coburg,0
"$1-$149 ($1-$7,799)",Coburg,0
"$150-$299 ($7,800-$15,599)",Coburg,0
"$300-$399 ($15,600-$20,799)",Coburg,0
"$400-$499 ($20,800-$25,999)",Coburg,0
"$500-$649 ($26,000-$33,799)",Coburg,0
"$650-$799 ($33,800-$41,599)",Coburg,0
"$800-$999 ($41,600-$51,999)",Coburg,0
"$1,000-$1,249 ($52,000-$64,999)",Coburg,0
"$1,250-$1,499 ($65,000-$77,999)",Coburg,0
"$1,500-$1,749 ($78,000-$90,999)",Coburg,0
"$1,750-$1,999 ($91,000-$103,999)",Coburg,0
"$2,000-$2,499 ($104,000-$129,999)",Coburg,0
"$2,500-$2,999 ($130,000-$155,999)",Coburg,0
"$3,000-$3,499 ($156,000-$181,999)",Coburg,5
"$3,500-$3,999 ($182,000-$207,999)",Coburg,0
"$4,000-$4,499 ($208,000-$233,999)",Coburg,0
"$4,500-$4,999 ($234,000-$259,999)",Coburg,0
"$5,000-$5,999 ($260,000-$311,999)",Coburg,0
"$6,000-$7,999 ($312,000-$415,999)",Coburg,0
"$8,000 or more ($416,000 or more)",Coburg,0
Partial income stated,Coburg,0
All incomes not stated,Coburg,0
Negative income,Coburg,0
Nil income,Coburg,0
"$1-$149 ($1-$7,799)",Coburg,0
"$150-$299 ($7,800-$15,599)",Coburg,0
"$300-$399 ($15,600-$20,799)",Coburg,0
"$400-$499 ($20,800-$25,999)",Coburg,0
"$500-$649 ($26,000-$33,799)",Coburg,0
"$650-$799 ($33,800-$41,599)",Coburg,0
"$800-$999 ($41,600-$51,999)",Coburg,0
"$1,000-$1,249 ($52,000-$64,999)",Coburg,0
"$1,250-$1,499 ($65,000-$77,999)",Coburg,0
"$1,500-$1,749 ($78,000-$90,999)",Coburg,0
"$1,750-$1,999 ($91,000-$103,999)",Coburg,0
"$2,000-$2,499 ($104,000-$129,999)",Coburg,0
"$2,500-$2,999 ($130,000-$155,999)",Coburg,0
"$3,000-$3,499 ($156,000-$181,999)",Coburg,0
"$3,500-$3,999 ($182,000-$207,999)",Coburg,0
"$4,000-$4,499 ($208,000-$233,999)",Coburg,0
"$4,500-$4,999 ($234,000-$259,999)",Coburg,0
"$5,000-$5,999 ($260,000-$311,999)",Coburg,0
"$6,000-$7,999 ($312,000-$415,999)",Coburg,0
"$8,000 or more ($416,000 or more)",Coburg,0
Partial income stated,Coburg,0
All incomes not stated,Coburg,0
Negative income,Coburg,0
Nil income,Coburg,0
"$1-$149 ($1-$7,799)",Coburg,0
"$150-$299 ($7,800-$15,599)",Coburg,0
"$300-$399 ($15,600-$20,799)",Coburg,0
"$400-$499 ($20,800-$25,999)",Coburg,0
"$500-$649 ($26,000-$33,799)",Coburg,0
"$650-$799 ($33,800-$41,599)",Coburg,0
"$800-$999 ($41,600-$51,999)",Coburg,0
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,219
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,217
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,176
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,211
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,386
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,301
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,212
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,174
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,105
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,93
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,78
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,49
"$8,000 or more ($416,000 or more)",Pascoe Vale South,9
Partial income stated,Pascoe Vale South,251
All incomes not stated,Pascoe Vale South,76
Negative income,Pascoe Vale South,3
Nil income,Pascoe Vale South,43
"$1-$149 ($1-$7,799)",Pascoe Vale South,24
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,55
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,78
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,182
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,97
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,188
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,180
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,131
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,149
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,130
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,155
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,320
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,278
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,191
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,143
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,93
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,93
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,71
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,47
"$8,000 or more ($416,000 or more)",Pascoe Vale South,8
Partial income stated,Pascoe Vale South,221
All incomes not stated,Pascoe Vale South,40
Negative income,Pascoe Vale South,3
Nil income,Pascoe Vale South,19
"$1-$149 ($1-$7,799)",Pascoe Vale South,9
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,12
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,15
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,47
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,40
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,130
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,111
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,5
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,0
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,3
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,12
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,8
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,8
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,5
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,8
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,3
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,3
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,3
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,0
"$8,000 or more ($416,000 or more)",Pascoe Vale South,3
Partial income stated,Pascoe Vale South,3
All incomes not stated,Pascoe Vale South,0
Negative income,Pascoe Vale South,0
Nil income,Pascoe Vale South,0
"$1-$149 ($1-$7,799)",Pascoe Vale South,0
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,0
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,0
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,0
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,0
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,3
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,0
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,0
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,0
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,0
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,3
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,6
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,7
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,5
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,0
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,0
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,0
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,0
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,0
"$8,000 or more ($416,000 or more)",Pascoe Vale South,0
Partial income stated,Pascoe Vale South,0
All incomes not stated,Pascoe Vale South,0
Negative income,Pascoe Vale South,0
Nil income,Pascoe Vale South,0
"$1-$149 ($1-$7,799)",Pascoe Vale South,0
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,0
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,0
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,0
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,0
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,0
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,0
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,0
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,0
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,0
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,0
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,0
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,0
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,0
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,0
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,0
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,0
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,0
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,0
"$8,000 or more ($416,000 or more)",Pascoe Vale South,0
Partial income stated,Pascoe Vale South,0
All incomes not stated,Pascoe Vale South,0
Negative income,Pascoe Vale South,0
Nil income,Pascoe Vale South,0
"$1-$149 ($1-$7,799)",Pascoe Vale South,0
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,0
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,0
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,0
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,0
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,0
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,0
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,0
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,0
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,0
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,0
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,0
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,0
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,0
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,0
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,0
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,0
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,0
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,0
"$8,000 or more ($416,000 or more)",Pascoe Vale South,0
Partial income stated,Pascoe Vale South,0
All incomes not stated,Pascoe Vale South,0
Negative income,Pascoe Vale South,0
Nil income,Pascoe Vale South,0
"$1-$149 ($1-$7,799)",Pascoe Vale South,0
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,0
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,0
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,0
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,0
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,0
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,0
"$1,000-$1,249 ($52,000-$64,999)",Pascoe Vale South,0
"$1,250-$1,499 ($65,000-$77,999)",Pascoe Vale South,0
"$1,500-$1,749 ($78,000-$90,999)",Pascoe Vale South,0
"$1,750-$1,999 ($91,000-$103,999)",Pascoe Vale South,0
"$2,000-$2,499 ($104,000-$129,999)",Pascoe Vale South,0
"$2,500-$2,999 ($130,000-$155,999)",Pascoe Vale South,0
"$3,000-$3,499 ($156,000-$181,999)",Pascoe Vale South,0
"$3,500-$3,999 ($182,000-$207,999)",Pascoe Vale South,0
"$4,000-$4,499 ($208,000-$233,999)",Pascoe Vale South,0
"$4,500-$4,999 ($234,000-$259,999)",Pascoe Vale South,0
"$5,000-$5,999 ($260,000-$311,999)",Pascoe Vale South,0
"$6,000-$7,999 ($312,000-$415,999)",Pascoe Vale South,0
"$8,000 or more ($416,000 or more)",Pascoe Vale South,0
Partial income stated,Pascoe Vale South,0
All incomes not stated,Pascoe Vale South,0
Negative income,Pascoe Vale South,0
Nil income,Pascoe Vale South,0
"$1-$149 ($1-$7,799)",Pascoe Vale South,0
"$150-$299 ($7,800-$15,599)",Pascoe Vale South,0
"$300-$399 ($15,600-$20,799)",Pascoe Vale South,0
"$400-$499 ($20,800-$25,999)",Pascoe Vale South,0
"$500-$649 ($26,000-$33,799)",Pascoe Vale South,0
"$650-$799 ($33,800-$41,599)",Pascoe Vale South,0
"$800-$999 ($41,600-$51,999)",Pascoe Vale South,0
"$1,000-$1,249 ($52,000-$64,999)",Alphington - Fairfield,243
"$1,250-$1,499 ($65,000-$77,999)",Alphington - Fairfield,221
"$1,500-$1,749 ($78,000-$90,999)",Alphington - Fairfield,191
"$1,750-$1,999 ($91,000-$103,999)",Alphington - Fairfield,200
"$2,000-$2,499 ($104,000-$129,999)",Alphington - Fairfield,353
"$2,500-$2,999 ($130,000-$155,999)",Alphington - Fairfield,254
"$3,000-$3,499 ($156,000-$181,999)",Alphington - Fairfield,182
"$3,500-$3,999 ($182,000-$207,999)",Alphington - Fairfield,181
"$4,000-$4,499 ($208,000-$233,999)",Alphington - Fairfield,130
"$4,500-$4,999 ($234,000-$259,999)",Alphington - Fairfield,112
"$5,000-$5,999 ($260,000-$311,999)",Alphington - Fairfield,125
"$6,000-$7,999 ($312,000-$415,999)",Alphington - Fairfield,108
"$8,000 or more ($416,000 or more)",Alphington - Fairfield,13
Partial income stated,Alphington - Fairfield,241
All incomes not stated,Alphington - Fairfield,67
Negative income,Alphington - Fairfield,3
Nil income,Alphington - Fairfield,34
"$1-$149 ($1-$7,799)",Alphington - Fairfield,29
"$150-$299 ($7,800-$15,599)",Alphington - Fairfield,56
"$300-$399 ($15,600-$20,799)",Alphington - Fairfield,93
"$400-$499 ($20,800-$25,999)",Alphington - Fairfield,181
"$500-$649 ($26,000-$33,799)",Alphington - Fairfield,116
"$650-$799 ($33,800-$41,599)",Alphington - Fairfield,178
"$800-$999 ($41,600-$51,999)",Alphington - Fairfield,192
"$1,000-$1,249 ($52,000-$64,999)",Alphington - Fairfield,105
"$1,250-$1,499 ($65,000-$77,999)",Alphington - Fairfield,110
"$1,500-$1,749 ($78,000-$90,999)",Alphington - Fairfield,77
"$1,750-$1,999 ($91,000-$103,999)",Alphington - Fairfield,128
"$2,000-$2,499 ($104,000-$129,999)",Alphington - Fairfield,233
"$2,500-$2,999 ($130,000-$155,999)",Alphington - Fairfield,221
"$3,000-$3,499 ($156,000-$181,999)",Alphington - Fairfield,164
"$3,500-$3,999 ($182,000-$207,999)",Alphington - Fairfield,124
"$4,000-$4,499 ($208,000-$233,999)",Alphington - Fairfield,115
"$4,500-$4,999 ($234,000-$259,999)",Alphington - Fairfield,99
"$5,000-$5,999 ($260,000-$311,999)",Alphington - Fairfield,112
"$6,000-$7,999 ($312,000-$415,999)",Alphington - Fairfield,97
"$8,000 or more ($416,000 or more)",Alphington - Fairfield,12
Partial income stated,Alphington - Fairfield,172
All incomes not stated,Alphington - Fairfield,19
Negative income,Alphington - Fairfield,3
Nil income,Alphington - Fairfield,10
"$1-$149 ($1-$7,799)",Alphington - Fairfield,8
"$150-$299 ($7,800-$15,599)",Alphington - Fairfield,13
"$300-$399 ($15,600-$20,799)",Alphington - Fairfield,11
"$400-$499 ($20,800-$25,999)",Alphington - Fairfield,42
"$500-$649 ($26,000-$33,799)",Alphington - Fairfield,35
"$650-$799 ($33,800-$41,599)",Alphington - Fairfield,92
"$800-$999 ($41,600-$51,999)",Alphington - Fairfield,79
"$1,000-$1,249 ($52,000-$64,999)",Alphington - Fairfield,5
"$1,250-$1,499 ($65,000-$77,999)",Alphington - Fairfield,3
"$1,500-$1,749 ($78,000-$90,999)",Alphington - Fairfield,0
"$1,750-$1,999 ($91,000-$103,999)",Alphington - Fairfield,8
"$2,000-$2,499 ($104,000-$129,999)",Alphington - Fairfield,14
"$2,500-$2,999 ($130,000-$155,999)",Alphington - Fairfield,7
"$3,000-$3,499 ($156,000-$181,999)",Alphington - Fairfield,0
"$3,500-$3,999 ($182,000-$207,999)",Alphington - Fairfield,8
"$4,000-$4,499 ($208,000-$233,999)",Alphington - Fairfield,6
"$4,500-$4,999 ($234,000-$259,999)",Alphington - Fairfield,0
"$5,000-$5,999 ($260,000-$311,999)",Alphington - Fairfield,6
"$6,000-$7,999 ($312,000-$415,999)",Alphington - Fairfield,4
"$8,000 or more ($416,000 or more)",Alphington - Fairfield,0
Partial income stated,Alphington - Fairfield,4
All incomes not stated,Alphington - Fairfield,0
Negative income,Alphington - Fairfield,0
Nil income,Alphington - Fairfield,0
"$1-$149 ($1-$7,799)",Alphington - Fairfield,0
"$150-$299 ($7,800-$15,599)",Alphington - Fairfield,0
"$300-$399 ($15,600-$20,799)",Alphington - Fairfield,0
"$400-$499 ($20,800-$25,999)",Alphington - Fairfield,0
"$500-$649 ($26,000-$33,799)",Alphington - Fairfield,0
"$650-$799 ($33,800-$41,599)",Alphington - Fairfield,0
"$800-$999 ($41,600-$51,999)",Alphington - Fairfield,0
"$1,000-$1,249 ($52,000-$64,999)",Alphington - Fairfield,3
"$1,250-$1,499 ($65,000-$77,999)",Alphington - Fairfield,3
"$1,500-$1,749 ($78,000-$90,999)",Alphington - Fairfield,3
"$1,750-$1,999 ($91,000-$103,999)",Alphington - Fairfield,0
"$2,000-$2,499 ($104,000-$129,999)",Alphington - Fairfield,3
"$2,500-$2,999 ($130,000-$155,999)",Alphington - Fairfield,3
"$3,000-$3,499 ($156,000-$181,999)",Alphington - Fairfield,0
"$3,500-$3,999 ($182,000-$207,999)",Alphington - Fairfield,3
"$4,000-$4,499 ($208,000-$233,999)",Alphington - Fairfield,3
"$4,500-$4,999 ($234,000-$259,999)",Alphington - Fairfield,0
"$5,000-$5,999 ($260,000-$311,999)",Alphington - Fairfield,4
"$6,000-$7,999 ($312,000-$415,999)",Alphington - Fairfield,0
"$8,000 or more ($416,000 or more)",Alphington - Fairfield,0
Partial income stated,Alphington - Fairfield,3
All incomes not stated,Alphington - Fairfield,0
Negative income,Alphington - Fairfield,0
Nil income,Alphington - Fairfield,0
"$1-$149 ($1-$7,799)",Alphington - Fairfield,0
"$150-$299 ($7,800-$15,599)",Alphington - Fairfield,0
"$300-$399 ($15,600-$20,799)",Alphington - Fairfield,0
"$400-$499 ($20,800-$25,999)",Alphington - Fairfield,0
"$500-$649 ($26,000-$33,799)",Alphington - Fairfield,0
"$650-$799 ($33,800-$41,599)",Alphington - Fairfield,0
"$800-$999 ($41,600-$51,999)",Alphington - Fairfield,0
"$1,000-$1,249 ($52,000-$64,999)",Alphington - Fairfield,0
"$1,250-$1,499 ($65,000-$77,999)",Alphington - Fairfield,0
"$1,500-$1,749 ($78,000-$90,999)",Alphington - Fairfield,0
"$1,750-$1,999 ($91,000-$103,999)",Alphington - Fairfield,0
"$2,000-$2,499 ($104,000-$129,999)",Alphington - Fairfield,0
"$2,500-$2,999 ($130,000-$155,999)",Alphington - Fairfield,0
"$3,000-$3,499 ($156,000-$181,999)",Alphington - Fairfield,0
"$3,500-$3,999 ($182,000-$207,999)",Alphington - Fairfield,0
"$4,000-$4,499 ($208,000-$233,999)",Alphington - Fairfield,0
"$4,500-$4,999 ($234,000-$259,999)",Alphington - Fairfield,0
"$5,000-$5,999 ($260,000-$311,999)",Alphington - Fairfield,0
"$6,000-$7,999 ($312,000-$415,999)",Alphington - Fairfield,0
"$8,000 or more ($416,000 or more)",Alphington - Fairfield,0
Partial income stated,Alphington - Fairfield,0
All incomes not stated,Alphington - Fairfield,0
